,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,time_signature
11496,0.909,1976,0.104,['Robert Palmer'],0.675,359160,0.447,0,0.00179,2,0.051,-16.099,1,Spanish Moon,36,0.0513,169.105,4
11497,0.451,1976,0.0183,['Brand X'],0.313,383160,0.626,0,0.334,0,0.112,-15.933,1,Nuclear Burn,39,0.0635,150.736,5
11498,0.246,1976,0.895,['Gordon Lightfoot'],0.575,208467,0.116,0,0.000196,0,0.187,-20.541,1,I'm Not Supposed to Care,35,0.0293,111.126,3
11499,0.774,1976,0.151,['Bad Company'],0.532,218813,0.503,0,1.05e-06,0,0.262,-9.645,1,Simple Man - 2017 Remaster,34,0.0337,143.029,4
11500,0.836,1976,0.222,['Gordon Lightfoot'],0.583,147667,0.556,0,0.0,2,0.0367,-13.136,1,Summertime Dream,34,0.0291,86.491,4
11501,0.0351,1976,0.772,['Jean-Michel Jarre'],0.0849,460640,0.298,0,0.175,7,0.25,-15.022,0,"Oxygene, Pt. 1",47,0.0397,170.7,4
11502,0.11,1977,0.82,"['John Williams', 'London Symphony Orchestra']",0.292,729160,0.249,0,0.836,2,0.36,-14.242,0,The Last Battle,36,0.036,136.715,4
11503,0.52,1977,0.883,"['Giuseppe Verdi', 'The London Opera Chorus', 'National Philharmonic Orchestra', 'Richard Bonynge']",0.441,170427,0.347,0,0.0173,7,0.506,-13.472,1,"Il Trovatore / Act 2: ""Vedi! le fosche notturne spoglie"" (Anvil Chorus)",44,0.0402,130.49,4
11504,0.324,1977,0.539,['Little River Band'],0.595,235000,0.503,0,0.0,2,0.113,-10.075,1,Home On Monday - 2010 Digital Remaster,44,0.0344,126.848,4
11505,0.833,1977,0.0371,['Talking Heads'],0.851,180400,0.473,0,1.07e-06,2,0.129,-12.566,1,Don't Worry About the Government,31,0.0377,120.737,4
11506,0.967,1977,0.0289,['The Michael Zager Band'],0.85,184453,0.769,0,0.01,4,0.0899,-8.648,0,Let's All Chant,50,0.0359,122.007,4
11507,0.235,1977,0.865,['Keith Jarrett'],0.293,217187,0.153,0,0.85,10,0.203,-18.989,1,Blackberry Winter - Take 9,41,0.0306,88.662,3
11508,0.158,1977,0.0945,['David Bowie'],0.39,200307,0.647,0,0.00114,10,0.0947,-6.504,1,Sons of the Silent Age - 2017 Remaster,41,0.0327,111.215,4
11509,0.34,1977,0.872,['Townes Van Zandt'],0.552,288840,0.132,0,0.0,11,0.722,-20.392,1,For the Sake of the Song - Live,34,0.0517,108.974,4
11510,0.0617,1977,0.00171,['UFO'],0.359,436787,0.652,0,0.0215,4,0.123,-8.206,0,Love to Love - 2008 Remaster,39,0.0318,129.864,3
11511,0.606,1977,0.0234,['KISS'],0.458,248240,0.888,0,5.12e-06,10,0.24,-5.856,1,Rocket Ride,39,0.0593,145.236,4
11512,0.375,1977,0.659,['Dolly Parton'],0.509,160915,0.163,0,0.0,2,0.0693,-15.597,1,Me and Little Andy,35,0.0446,81.487,4
11513,0.621,1977,0.214,['The Alan Parsons Project'],0.363,232080,0.726,0,0.034,2,0.118,-5.38,1,Breakdown,35,0.0596,170.213,4
11514,0.0381,1977,0.898,"['John Williams', 'London Symphony Orchestra']",0.299,175787,0.173,0,0.616,2,0.123,-18.186,0,The Land of the Sand People,34,0.0522,148.621,4
11515,0.95,1977,0.512,['The Doobie Brothers'],0.858,188467,0.368,0,9.82e-05,4,0.0758,-13.363,1,Nothin' but a Heartache,33,0.0382,108.167,4
11516,0.767,1977,0.471,['Bob Marley & The Wailers'],0.804,427293,0.7,0,0.134,11,0.96,-7.934,0,"Jammin' - Live At Rainbow Theatre, London/1977",39,0.0771,132.491,4
11517,0.517,1977,0.0171,['Dead Boys'],0.458,130827,0.895,0,4.09e-05,4,0.802,-9.819,1,What Love Is,34,0.0689,91.631,4
11518,0.134,1977,0.928,['Michael Joncas'],0.223,255400,0.144,0,0.22,2,0.103,-19.201,1,On Eagle's Wings,33,0.0357,85.241,4
11519,0.603,1978,0.338,['The Normal'],0.484,203507,0.425,0,2.02e-05,2,0.0429,-10.851,1,Warm Leatherette,33,0.288,197.674,4
11520,0.376,1978,0.175,['Gene Simmons'],0.524,231040,0.862,0,1.07e-06,9,0.706,-9.885,1,Radioactive,41,0.166,127.231,4
11521,0.602,1978,0.122,['Neil Young'],0.69,157840,0.282,0,1.13e-06,2,0.0719,-15.847,1,Lotta Love - 2016 Remaster,38,0.0299,106.697,4
11522,0.301,1978,0.445,['Eddie Rabbitt'],0.493,200528,0.442,0,0.0,9,0.176,-10.993,1,You Don't Love Me Anymore - 2008 Version,39,0.0323,142.753,4
11523,0.243,1978,0.00416,['Scorpions'],0.365,407333,0.897,0,0.648,3,0.933,-6.12,0,Top of the Bill - Live / 2015 Remaster,46,0.132,141.899,4
11524,0.406,1978,0.181,['Bob Seger'],0.487,382435,0.841,0,0.000469,7,0.116,-5.659,1,Brave Strangers,35,0.0912,125.018,4
11525,0.544,1978,0.413,['Kate Bush'],0.481,268933,0.399,0,0.151,1,0.117,-10.813,1,Wuthering Heights - 2018 Remaster,41,0.0306,124.646,4
11526,0.845,1978,0.194,['Hot Chocolate'],0.72,279680,0.866,0,0.0027,4,0.329,-7.067,1,Confetti Day,35,0.0574,107.663,4
11527,0.126,1978,0.733,['Perry Como'],0.283,213320,0.294,0,0.000136,4,0.252,-14.597,0,Feelings,41,0.0289,78.267,4
11528,0.56,1978,0.189,['Karyn White'],0.664,272227,0.463,0,0.0,8,0.049,-11.229,1,Superwoman - Edit,40,0.0388,138.166,4
11529,0.963,1978,0.336,['Talking Heads'],0.703,299160,0.642,0,0.0571,2,0.112,-12.305,1,Found a Job,29,0.0355,121.346,4
11530,0.945,1978,0.165,['Peter Criss'],0.74,197773,0.738,0,6.05e-06,6,0.0721,-8.296,0,You Matter To Me,39,0.0294,120.1,4
11531,0.787,1979,0.486,['The Raincoats'],0.434,109667,0.614,0,0.000196,6,0.394,-8.334,1,No Side to Fall In,37,0.0525,147.681,4
11532,0.589,1979,0.54,['Ry Cooder'],0.581,332640,0.252,0,4e-05,8,0.0578,-20.984,0,The Very Thing That Makes You Rich (Makes Me Poor),42,0.0462,107.562,4
11533,0.815,1979,0.204,['Robert Palmer'],0.799,219333,0.434,0,0.0,4,0.0559,-14.655,0,Can We Still Be Friends?,40,0.05,96.476,4
11534,0.144,1979,0.99,"['Wolfgang Amadeus Mozart', 'János Rolla', 'Dale Clevenger', 'Franz Liszt Chamber Orchestra', 'La Grande Écurie et la Chambre du Roy', 'Jean-Claude Malgoire']",0.216,283133,0.00843,0,0.845,8,0.111,-27.064,1,"Concerto for Horn and Orchestra in E-flat Major, K.447: II. Romance. Larghetto - Instrumental",39,0.0401,70.452,4
11535,0.805,1979,0.34,['Bobby Valentin'],0.698,326400,0.552,0,1.39e-05,10,0.192,-11.851,1,La Boda de Ella,37,0.0418,90.765,4
11536,0.504,1979,0.00054,['Motörhead'],0.424,296413,0.915,0,0.000922,0,0.295,-7.154,0,Stone Dead Forever,42,0.0545,105.908,4
11537,0.505,1979,0.228,['Donnie & Joe Emerson'],0.351,261240,0.604,0,0.000524,1,0.157,-8.66,1,Good Time,34,0.029,139.376,4
11538,0.425,1979,0.0122,['Led Zeppelin'],0.431,413907,0.789,0,0.0921,2,0.119,-8.224,1,In the Evening - Remaster,35,0.0449,104.036,4
11539,0.833,1979,0.171,['Fleetwood Mac'],0.648,267187,0.209,0,0.698,11,0.0749,-17.686,0,Brown Eyes - 2015 Remaster,37,0.0453,112.613,4
11540,0.716,1979,0.0132,['Henry Paul Band'],0.317,411720,0.987,0,0.233,11,0.271,-1.828,0,Grey Ghost,32,0.151,169.734,4
11541,0.962,1979,0.0257,['G.Q.'],0.78,236120,0.675,0,0.00851,5,0.0323,-9.129,0,Disco Nights (Rock Freak) - Single Remix,36,0.0415,122.994,4
11542,0.927,1979,0.0351,['The Specials'],0.917,156267,0.356,0,3.46e-05,9,0.152,-13.658,1,You're Wondering Now - 2002 Remaster,40,0.244,115.374,4
11543,0.518,1979,0.143,['Gerry Rafferty'],0.546,387640,0.563,0,0.0598,10,0.0885,-12.636,1,Days Gone Down (Still Got the Light in Your Eyes),35,0.04,123.599,4
11544,0.381,1979,0.542,['Karla Bonoff'],0.394,296427,0.127,0,4.32e-06,2,0.099,-16.346,1,The Water Is Wide,37,0.0311,144.695,4
11545,0.949,1980,0.884,['Raffi'],0.816,105787,0.269,0,0.0,2,0.0737,-12.047,1,To Everyone in All the World,33,0.0375,99.496,4
11546,0.705,1980,0.35,['Vicente Fernández'],0.499,186427,0.416,0,3.52e-06,0,0.377,-9.508,1,Dolor,40,0.0274,107.869,4
11547,0.601,1980,0.356,['Tom Waits'],0.773,290040,0.344,0,0.0,0,0.0709,-12.912,1,Heartattack And Vine,41,0.244,89.495,4
11548,0.979,1980,0.276,['The Cure'],0.888,247533,0.366,0,0.804,2,0.0725,-12.726,1,In Your House - 2006 Remaster,32,0.0416,104.731,4
11549,0.715,1980,0.0191,['Bruce Springsteen'],0.562,281360,0.506,0,2.31e-06,2,0.33,-9.148,1,Fade Away,40,0.0257,105.745,4
11550,0.92,1980,0.313,['Rockpile'],0.578,154227,0.777,0,2.61e-05,0,0.131,-9.268,1,Teacher Teacher,32,0.0428,148.703,4
11551,0.519,1980,0.885,['Raffi'],0.622,363040,0.192,0,0.0,5,0.257,-15.567,1,Joshua Giraffe,32,0.171,125.457,4
11552,0.868,1980,0.13,['Bruce Springsteen'],0.546,206493,0.484,0,4.7e-05,2,0.419,-10.915,1,I Wanna Marry You,41,0.0264,110.117,4
11553,0.297,1980,0.835,['Paul Simon'],0.486,169360,0.239,0,0.000705,11,0.107,-14.605,1,How the Heart Approaches What It Yearns,37,0.0313,155.721,3
11554,0.343,1980,0.472,['Jackson Browne'],0.481,289027,0.455,0,0.00176,6,0.0915,-9.646,1,Call It a Loan,35,0.0279,185.951,4
11555,0.302,1980,0.339,['Electric Light Orchestra'],0.764,214400,0.318,0,5.32e-06,9,0.117,-11.561,1,The Fall,32,0.0414,115.999,4
11556,0.399,1980,0.866,['Raffi'],0.593,113160,0.279,0,0.121,9,0.101,-15.315,1,Water Dance,31,0.0341,96.34,4
11557,0.327,1980,0.745,['Joy Division'],0.507,364293,0.474,0,0.1,2,0.106,-14.043,1,The Eternal - 2007 Remaster,40,0.0516,109.574,4
11558,0.327,1980,0.0118,['Rough Trade'],0.871,206733,0.298,0,8.23e-06,4,0.103,-15.41,0,High School Confidential,42,0.0547,109.67,4
11559,0.342,1980,0.677,['Melissa Manchester'],0.376,217147,0.449,0,0.0,2,0.555,-8.993,1,If This Is Love,43,0.0287,136.743,4
11560,0.688,1980,0.468,['Dolly Parton'],0.674,195627,0.618,0,0.0,4,0.0798,-7.315,1,Working Girl,35,0.048,170.449,4
11561,0.353,1981,0.215,['Blue Öyster Cult'],0.326,280720,0.669,0,0.00116,0,0.141,-8.657,1,Vengeance,37,0.0389,92.951,4
11562,0.949,1981,0.0562,['Ricky Skaggs'],0.64,190067,0.752,0,0.000311,4,0.311,-9.782,1,Highway 40 Blues,32,0.0311,117.511,4
11563,0.124,1981,0.621,['The Manhattan Transfer'],0.539,276600,0.267,0,2.49e-06,6,0.171,-12.578,0,Smile Again,44,0.0305,119.805,4
11564,0.07,1981,0.983,"['Pat Metheny', 'Lyle Mays']",0.305,462347,0.0466,0,0.926,2,0.0819,-23.628,0,September Fifteenth,39,0.0407,74.567,4
11565,0.779,1981,0.0753,['Oingo Boingo'],0.732,226000,0.877,0,0.00111,2,0.285,-11.106,1,Perfect System,34,0.05,157.123,4
11566,0.26,1981,0.995,"['Johann Sebastian Bach', 'Glenn Gould']",0.472,227800,0.00744,0,0.937,7,0.0755,-34.069,1,"Goldberg Variations, BWV 988: Aria da capo",42,0.0644,112.549,4
11567,0.482,1981,0.435,['Emmylou Harris'],0.654,191293,0.376,0,6.77e-06,3,0.106,-8.695,1,Evangeline,37,0.0304,123.072,3
11568,0.513,1981,0.0395,['The Cramps'],0.659,168800,0.55,0,0.0343,4,0.165,-10.91,1,Rockin' Bones,35,0.0465,113.42,4
11569,0.196,1981,0.000205,['Adolescents'],0.397,123467,0.983,0,1.63e-06,1,0.624,-6.901,1,No Way,35,0.0553,96.737,4
11570,0.848,1981,0.994,"['Johann Sebastian Bach', 'Glenn Gould']",0.387,62973,0.0695,0,0.94,7,0.139,-31.234,1,"Goldberg Variations, BWV 988: Variation 19 a 1 Clav.",41,0.0671,181.823,4
11571,0.635,1981,0.593,['Camilo Sesto'],0.536,227600,0.445,0,0.000143,9,0.0631,-14.427,1,Vivir Sin Ti,45,0.039,142.901,4
11572,0.669,1981,1.59e-05,['AC/DC'],0.269,203133,0.955,0,0.858,9,0.127,-4.838,1,Snowballed,39,0.0639,152.238,4
11573,0.962,1981,0.988,"['Johann Sebastian Bach', 'Glenn Gould']",0.324,132640,0.285,0,0.768,2,0.168,-17.995,0,"Goldberg Variations, BWV 988: Variation 21 Canone alla Settima",41,0.0422,90.265,4
11574,0.193,1981,0.502,['Phil Collins'],0.552,295280,0.198,0,0.00056,3,0.292,-17.347,1,If Leaving Me Is Easy - 2015 Remastered,47,0.0316,115.646,4
11575,0.403,1981,0.00336,"[""'Til Tuesday""]",0.614,259907,0.628,0,2.43e-06,0,0.0853,-7.936,1,Voices Carry,30,0.0265,106.637,4
11576,0.442,1981,0.498,['Agent Orange'],0.207,253067,0.906,0,2.29e-05,9,0.165,-8.201,1,Living in Darkness,33,0.0654,185.602,4
11577,0.408,1981,0.693,['Jaco Pastorius'],0.439,653573,0.444,0,0.0105,1,0.122,-13.204,1,John and Mary,37,0.0586,132.041,4
11578,0.354,1981,0.233,['The Cure'],0.64,327640,0.455,0,0.924,9,0.0691,-13.913,1,All Cats Are Grey - 2005 Remaster,30,0.0464,110.114,4
11579,0.861,1982,0.196,['Whodini'],0.862,323027,0.873,0,9.15e-06,1,0.31,-3.522,1,Five Minutes of Funk,32,0.118,107.136,4
11580,0.392,1982,0.0013,['Judas Priest'],0.488,286680,0.815,0,0.0,4,0.183,-5.985,0,Devil's Child,40,0.0445,128.534,4
11581,0.631,1982,3e-05,['Descendents'],0.292,119160,0.892,0,0.0,0,0.205,-8.539,1,Statue Of Liberty,36,0.0499,101.61,3
11582,0.294,1982,0.944,['Michael McDonald'],0.327,174560,0.09,0,0.00024,0,0.111,-12.776,1,I Can Let Go Now,37,0.0345,134.287,4
11583,0.421,1982,0.00383,['Circle Jerks'],0.589,80773,0.855,0,2.83e-06,2,0.221,-8.986,1,Leave Me Alone,36,0.0489,103.749,4
11584,0.282,1982,0.939,['Pat Metheny Group'],0.456,508333,0.0892,0,0.868,7,0.101,-25.164,0,Au Lait,43,0.0354,112.051,4
11585,0.897,1982,0.134,['羅大佑'],0.746,233173,0.654,0,0.000158,9,0.168,-8.917,1,童年,42,0.0322,116.406,4
11586,0.515,1982,0.0395,['Billy Squier'],0.281,243267,0.823,0,0.0056,7,0.0812,-5.044,1,She's A Runner,33,0.0509,209.758,4
11587,0.179,1982,0.964,['Silvio Rodríguez'],0.433,308510,0.0417,0,9e-05,10,0.0805,-21.756,1,Unicornio,53,0.038,101.744,4
11588,0.0312,1982,0.897,['Brian Eno'],0.136,274307,0.0108,0,0.813,1,0.147,-35.954,1,Lizard Point - Remastered 2004,37,0.0343,88.529,4
11589,0.93,1982,0.483,['Paul Davis'],0.71,220867,0.586,0,0.0,2,0.0556,-5.783,0,'65 Love Affair - Single Version,35,0.0275,156.542,4
11590,0.753,1982,0.0034,['R.E.M.'],0.282,249387,0.889,0,0.0413,2,0.374,-7.33,1,"Wolves, Lower",38,0.0365,164.542,4
11591,0.66,1982,0.232,['Steel Breeze'],0.531,207240,0.6,0,6.84e-06,4,0.615,-12.08,1,You Don't Want Me Anymore,34,0.0447,144.231,4
11592,0.637,1982,0.125,['Stray Cats'],0.362,182973,0.828,0,8.77e-05,1,0.31,-9.26,0,Runaway Boys,32,0.039,179.292,4
11593,0.613,1982,0.855,['Pat Metheny Group'],0.504,401960,0.386,0,0.608,2,0.233,-17.976,1,James,40,0.0324,148.507,4
11594,0.45,1982,0.0445,['Duran Duran'],0.501,332333,0.872,0,0.0,2,0.0975,-7.88,1,New Religion - 2009 Remaster,39,0.113,126.149,4
11595,0.384,1982,0.1,['Fleetwood Mac'],0.688,195026,0.568,0,0.00162,0,0.119,-8.74,1,Love in Store - 2016 Remaster,35,0.0279,124.515,4
11596,0.0376,1982,0.0933,['James Horner'],0.192,188240,0.311,0,0.81,7,0.0995,-14.495,1,Main Title,38,0.0452,136.122,3
11597,0.0972,1982,0.71,['The Alan Parsons Project'],0.283,439880,0.407,0,0.00883,10,0.0839,-11.366,0,Silence and I,44,0.0343,146.484,4
11598,0.335,1982,0.292,"['Michelle Pfeiffer', 'Maxwell Caulfield']",0.612,216307,0.49,0,6.32e-06,10,0.156,-10.139,1,(Love Will) Turn Back The Hand Of Time,36,0.0252,105.935,4
11599,0.4,1982,0.241,['Kate Bush'],0.475,253933,0.428,0,0.00192,2,0.0808,-14.754,1,The Dreaming,40,0.128,112.537,4
11600,0.462,1982,0.6,['Peter Frechette'],0.638,161800,0.501,0,1.59e-06,9,0.106,-8.915,1,Do It For Our Country,37,0.0284,81.358,4
11601,0.347,1983,0.225,['Dio'],0.487,318827,0.65,0,0.0368,2,0.244,-12.67,1,Shame on the Night,34,0.0484,121.395,4
11602,0.675,1983,0.772,"['Andrew Lloyd Webber', '""Cats"" 1983 Broadway Cast', 'Timothy Scott', 'Terrence Mann']",0.701,265053,0.532,0,4.2e-06,6,0.478,-7.979,1,Mr. Mistoffelees,36,0.0483,92.407,4
11603,0.309,1983,0.000779,['The Chameleons'],0.511,410587,0.794,0,0.359,11,0.171,-7.795,1,Second Skin,41,0.0334,128.72,4
11604,0.855,1983,0.0478,['U2'],0.547,243040,0.898,0,1.18e-06,8,0.112,-8.485,0,Two Hearts Beat As One - Remastered 2008,39,0.0477,141.567,4
11605,0.449,1983,0.815,['Caetano Veloso'],0.568,292307,0.458,0,0.000177,9,0.109,-9.566,1,Voce E Linda - Remixed Original Album,59,0.0278,95.111,4
11606,0.723,1983,0.0521,['Duran Duran'],0.602,329773,0.941,0,0.0,9,0.173,-4.873,0,The Reflex - 2010 Remaster,41,0.162,126.143,4
11607,0.94,1983,0.0179,['UB40'],0.777,221107,0.322,0,0.0516,2,0.0786,-17.401,1,Sweet Sensation,44,0.0523,146.619,4
11608,0.469,1983,0.101,['Neil Diamond'],0.521,160333,0.307,0,0.0,9,0.172,-12.418,1,Red Red Wine,34,0.0239,88.714,4
11609,0.419,1983,0.98,"['Johann Sebastian Bach', 'Yo-Yo Ma']",0.21,179853,0.0794,0,0.748,5,0.108,-22.497,1,"Cello Suite No. 2 in D Minor, BWV 1008: V. Menuets I & II",33,0.0528,66.628,4
11610,0.109,1983,0.985,['Brian Eno'],0.384,275187,0.1,0,0.951,1,0.107,-22.24,0,Weightless - Remastered 2005,40,0.0314,68.938,3
11611,0.439,1983,0.925,"['Johann Sebastian Bach', 'Yo-Yo Ma']",0.263,193973,0.139,0,0.863,0,0.255,-24.32,1,"Cello Suite No. 3 in C Major, BWV 1009: I. Prélude",33,0.0416,95.047,3
11612,0.418,1983,0.813,['Camilo Sesto'],0.624,193760,0.445,0,0.0,7,0.101,-6.28,0,Amor de Mujer,46,0.0279,113.796,4
11613,0.628,1983,0.0449,['John Cafferty & the Beaver Brown Band'],0.352,270002,0.32,0,4.51e-06,5,0.0891,-15.694,1,Boardwalk Angel,31,0.0284,198.882,4
11614,0.927,1983,0.0166,['Billy Idol'],0.637,244653,0.871,0,0.00265,0,0.338,-4.892,1,Daytime Drama,40,0.0374,122.295,4
11615,0.964,1983,0.139,['Billy Joel'],0.794,228427,0.716,0,0.0,2,0.0804,-7.039,0,Careless Talk,37,0.0376,128.577,4
11616,0.151,1983,0.974,['Brian Eno'],0.467,159480,0.237,0,0.879,2,0.117,-18.522,1,Silver Morning - Remastered 2005,38,0.0357,72.532,5
11617,0.87,1983,0.0551,['Oingo Boingo'],0.579,196160,0.726,0,0.000194,5,0.11,-12.457,1,Good For Your Soul,33,0.0406,156.181,4
11618,0.294,1983,0.195,['Yes'],0.461,458827,0.636,0,0.0043,7,0.132,-5.885,1,Hearts,37,0.0337,137.149,4
11619,0.0743,1983,0.922,['Philip Glass'],0.293,423973,0.216,0,0.96,5,0.106,-16.337,1,Pruit Igoe,41,0.0382,120.123,4
11620,0.75,1983,0.204,['Tom Waits'],0.887,273173,0.452,0,0.569,9,0.0553,-11.674,1,16 Shells From A 30.6,37,0.103,138.254,4
11621,0.713,1983,0.00686,['Krokus'],0.569,282373,0.693,0,0.85,9,0.0906,-12.82,1,Stayed Awake All Night,35,0.038,83.598,4
11622,0.133,1983,0.963,['Brian Eno'],0.172,259693,0.0571,0,0.898,8,0.294,-36.058,0,Matta - Remastered 2005,38,0.0419,115.773,4
11623,0.882,1984,0.0369,['The Bus Boys'],0.574,177867,0.696,0,1.13e-05,0,0.173,-14.097,1,Cleanin' Up the Town,40,0.0352,95.244,4
11624,0.634,1984,0.645,['Luis Eduardo Aute'],0.65,302000,0.522,0,7.65e-06,9,0.0898,-8.067,1,Sin Tu Latido - Remasterizado,55,0.034,119.821,4
11625,0.685,1984,0.35,['The Wailers'],0.802,280600,0.648,0,3.99e-05,8,0.06,-9.228,1,I Shot The Sheriff,41,0.184,96.853,4
11626,0.531,1984,0.95,['Duke Ellington'],0.637,177573,0.309,0,0.248,0,0.104,-12.342,1,"Take the ""A"" Train",40,0.0383,83.853,4
11627,0.0586,1984,0.0501,['Mark Knopfler'],0.347,439733,0.235,0,0.129,7,0.0759,-17.775,1,The Long Road,48,0.0287,92.422,4
11628,0.293,1984,0.428,['Queen'],0.44,249507,0.401,0,1.74e-06,3,0.116,-12.207,1,It's A Hard Life,34,0.0274,82.351,4
11629,0.125,1984,0.423,"['Johann Sebastian Bach', 'Ton Koopman']",0.128,482067,0.157,0,0.865,2,0.374,-19.772,0,"Toccata and Fugue in D minor, BWV 565",42,0.0335,96.935,4
11630,0.142,1984,0.0107,['The Smiths'],0.362,153973,0.99,0,0.214,11,0.146,-4.893,0,These Things Take Time - David Jensen Session 26/06/83,41,0.289,151.636,4
11631,0.321,1984,0.00111,['The Smiths'],0.397,254773,0.978,0,0.0,9,0.0376,-6.99,1,You've Got Everything Now - David Jensen Session 26/06/83,40,0.0968,143.224,4
11632,0.946,1984,0.456,['Yumi Matsutoya'],0.861,243610,0.628,0,2.02e-05,2,0.0678,-7.555,1,DOWNTOWN BOY,43,0.0356,117.778,4
11633,0.0485,1984,0.419,"['Ray Lynch', 'TOM CANNING']",0.28,322400,0.297,0,0.916,8,0.112,-17.516,1,The Oh Of Pleasure / Ray Lynch,37,0.0393,96.929,4
11634,0.706,1984,0.973,['John Lennon'],0.472,189293,0.296,0,0.95,7,0.0887,-12.123,1,Grow Old With Me - Remastered 2010,42,0.0248,81.827,4
11635,0.922,1984,0.000148,['The Smiths'],0.47,215427,0.93,0,0.0781,1,0.0497,-7.387,0,Still Ill - John Peel Session 14/09/83,40,0.0511,165.483,4
11636,0.334,1984,0.00158,['T La Rock'],0.877,261794,0.647,0,0.0618,7,0.126,-9.652,1,It's Yours (Radio Mix),41,0.232,98.404,4
11637,0.578,1984,0.0178,['Bob Marley & The Wailers'],0.831,176520,0.524,0,2.94e-06,10,0.116,-8.594,1,Easy Skanking,40,0.0384,126.323,4
11638,0.245,1984,0.0713,['Chicago'],0.507,268787,0.568,0,8.7e-06,3,0.135,-6.009,1,Remember the Feeling - 2006 Remaster,38,0.0257,77.108,4
11639,0.565,1984,0.151,['The Cleaners From Venus'],0.648,295360,0.855,0,0.0281,4,0.0922,-4.83,1,Summer in a Small Town,36,0.0733,104.635,4
11640,0.474,1984,0.936,"['Johannes Brahms', 'Wiener Philharmoniker', 'Claudio Abbado']",0.262,175267,0.244,0,0.929,7,0.347,-18.66,0,"Hungarian Dance No.1 in G Minor, WoO 1",42,0.044,141.627,4
11641,0.73,1984,0.00052,['AC/DC'],0.616,385013,0.833,0,0.0904,4,0.172,-5.358,1,Soul Stripper,41,0.0747,130.9,4
11642,0.777,1984,0.247,['Karla Bonoff'],0.847,208400,0.502,0,2.11e-05,8,0.0717,-8.427,1,"Somebody's Eyes - From ""Footloose"" Soundtrack",37,0.0401,122.882,4
11643,0.466,1985,0.118,['David Pack'],0.542,292787,0.53,0,0.0,4,0.0826,-8.014,1,I Just Can't Let Go,47,0.0255,153.814,4
11644,0.551,1985,0.0851,['Sisters of Mercy'],0.537,281827,0.799,0,0.85,9,0.0515,-11.589,0,Black Planet,41,0.049,122.423,4
11645,0.0345,1985,2.26e-05,['Possessed'],0.118,291333,0.982,0,0.253,10,0.22,-5.349,0,The Exorcist,41,0.231,96.128,4
11646,0.389,1985,0.0376,['The Smiths'],0.408,373547,0.545,0,0.0854,9,0.458,-10.78,0,Meat Is Murder - 2011 Remaster,42,0.0405,160.775,3
11647,0.833,1985,0.00116,['Prefab Sprout'],0.621,223040,0.938,0,0.0269,10,0.105,-7.237,0,Faron Young - 2007 Remastered Version,43,0.0378,120.638,4
11648,0.417,1985,0.805,['Bob Dylan'],0.634,307093,0.0379,0,0.0,7,0.0816,-19.856,1,Dark Eyes,41,0.0362,87.2,4
11649,0.376,1985,0.168,['Sade'],0.516,325600,0.342,0,0.69,0,0.0901,-11.852,1,Punch Drunk,38,0.0394,177.1,3
11650,0.971,1985,0.457,['Los Bukis'],0.767,172427,0.652,0,9.08e-06,7,0.0711,-13.982,1,Fijate... Fijate,36,0.0426,156.467,3
11651,0.58,1985,0.00286,['N.R.G'],0.536,201280,0.871,0,8.77e-06,6,0.295,-7.564,0,Instruments of Destruction,38,0.0528,130.59,4
11652,0.135,1985,0.947,['Les Misérables-Original London Cast'],0.318,168160,0.249,0,0.000462,2,0.114,-11.295,0,Empty Chairs at Empty Tables,32,0.0318,89.432,4
11653,0.0754,1985,0.982,['Les Misérables-Original London Cast'],0.15,173760,0.301,0,0.0728,9,0.0725,-12.289,1,Bring Him Home,32,0.0405,54.114,4
11654,0.804,1985,0.022,['Hombres G'],0.672,224827,0.767,0,0.129,1,0.162,-9.837,1,No te puedo besar,48,0.0429,151.01,4
11655,0.341,1985,0.0126,['Dead Kennedys'],0.328,246253,0.923,0,0.0,2,0.257,-7.305,1,Jock-O-Rama,35,0.155,112.357,4
11656,0.35,1985,0.11,['White Lion'],0.304,211987,0.872,0,5.28e-05,7,0.274,-4.863,1,Broken Heart,46,0.0745,126.837,4
11657,0.936,1985,0.401,['Oingo Boingo'],0.677,204289,0.894,0,8.01e-05,5,0.26,-11.774,1,Same Man I Was Before,33,0.0335,128.1,4
11658,0.412,1985,0.846,['José José'],0.644,213493,0.287,0,0.0,9,0.331,-15.456,0,Entre Ella y Tú,45,0.0457,125.21,4
11659,0.443,1985,0.469,['Bad Company'],0.555,299680,0.66,0,0.000145,7,0.108,-8.037,1,Ready for Love - 2009 Remaster,35,0.0317,129.541,4
11660,0.935,1985,0.248,['Meat Puppets'],0.541,199667,0.733,0,0.898,0,0.396,-7.96,1,Maiden's Milk,31,0.0286,134.059,4
11661,0.347,1985,0.00199,"['Misfits', 'Glenn Danzig']",0.449,128573,0.875,0,0.00022,0,0.355,-12.071,1,Some Kinda Hate,33,0.045,151.246,4
11662,0.269,1985,0.396,"[""Force M.D.'s""]",0.374,390133,0.319,0,0.0,6,0.189,-15.443,1,Here I Go Again,31,0.0326,136.85,4
11663,0.397,1985,0.743,"['Misfits', 'Glenn Danzig']",0.434,118800,0.778,0,6.42e-06,2,0.381,-11.33,1,Where Eagles Dare,33,0.0308,91.034,4
